timestamp,label_octal,ssm_bits,data_bits,parity_bit,raw_hex,is_anomaly
1777390145.903714,360,11,1000011001101100111,1,0xF0CD9F0F,0
1777390145.904714,206,11,0011001100011000110,1,0xE6631961,0
1777390145.905714,360,11,0011011101110000100,0,0x66EE100F,0
1777390145.906714,206,11,0100101111001001010,0,0x69792A61,0
1777390145.907714,203,11,1110000000100011010,1,0xFC0468C1,0
1777390145.908714,203,11,0101001000010010101,1,0xEA4254C1,0
1777390145.909714,360,11,0100011010000110100,1,0xE8D0D20F,0
1777390145.910714,206,11,0110110110011111010,0,0x6DB3EB61,0
1777390145.911714,206,11,1001100111110010000,1,0xF33E4061,0
1777390145.912714,206,11,1001010110011111001,1,0xF2B3E761,0
1777390145.913714,206,11,1100101101010001100,1,0xF96A3361,0
1777390145.914714,360,11,0111001111110001110,0,0x6E7E390F,0
1777390145.915714,203,11,1011111100000011011,0,0x77E06DC1,0
1777390145.916714,203,11,0101010010101011001,0,0x6A9566C1,0
1777390145.917714,360,11,1000011000010000100,0,0x70C2100F,0
1777390145.918714,360,11,0010111110001001100,1,0xE5F1320F,0
1777390145.919714,206,11,1000001011110111111,1,0xF05EFD61,0
1777390145.920714,360,11,1111100010010011101,1,0xFF12760F,0
1777390145.921714,360,11,0000010001111011001,0,0x608F660F,0
1777390145.922714,203,11,1011100111101100111,1,0xF73D9FC1,0
1777390145.923714,206,11,0000111111111101111,1,0xE1FFBD61,0
1777390145.924714,206,11,1011001101001000001,0,0x76690461,0
1777390145.925714,360,11,1111111110111010001,1,0xFFF7440F,0
1777390145.926714,206,11,1001110111100011100,0,0x73BC7261,0
1777390145.927714,203,11,1001100000011010001,0,0x730346C1,0
1777390145.928714,203,11,1111011100010001110,1,0xFEE23BC1,0
1777390145.929714,360,11,0010110111010110000,0,0x65BAC30F,0
1777390145.930714,203,11,0110110001100000010,0,0x6D8C09C1,0
1777390145.931714,360,11,0001001001101101111,1,0xE24DBC0F,0
1777390145.932714,203,11,0100010001000011100,1,0xE88872C1,0
1777390145.933714,203,11,0010110101000011110,1,0xE5A878C1,0
1777390145.934714,203,11,0111000000111000100,0,0x6E0712C1,0
1777390145.935714,360,11,0111101000110111011,1,0xEF46EC0F,0
1777390145.936714,206,11,1100010000001010110,0,0x78815961,0
1777390145.937714,360,11,0111010010101000001,1,0xEE95070F,0
1777390145.938714,360,11,1010111000111101111,1,0xF5C7BE0F,0
1777390145.939714,203,11,1001100011100000000,0,0x731C00C1,0
1777390145.940714,360,11,1101010001100100101,0,0x7A8C970F,0
1777390145.941714,203,11,1101101010010001001,0,0x7B5226C1,0
1777390145.942714,360,11,0010100111011101001,1,0xE53BA70F,0
1777390145.943714,203,11,1000101001000111110,1,0xF148FBC1,0
1777390145.944714,206,11,0010010100110001010,1,0xE4A62861,0
1777390145.945714,203,11,0001101100100010000,1,0xE36441C1,0
1777390145.946714,203,11,0100001111100000011,0,0x687C0FC1,0
1777390145.947714,203,11,0001101110000111110,1,0xE370FAC1,0
1777390145.948714,360,11,0000100010011000010,0,0x6113080F,0
1777390145.949714,360,11,1011001100100000101,0,0x7664150F,0
1777390145.950714,360,11,1100100110000011100,1,0xF930730F,0
1777390145.951714,206,11,1100111011101110010,1,0xF9DDC961,0
1777390145.952714,360,11,1011101010010101101,1,0xF752B60F,0
1777390145.953714,360,11,1001111101010010101,1,0xF3EA550F,0
1777390145.954714,360,11,0101001100110111001,0,0x6A66E50F,0
1777390145.955714,360,11,1000100110111111100,1,0xF137F20F,0
1777390145.956714,360,11,1101010010010001001,1,0xFA92270F,0
1777390145.957714,206,11,0111000101110001110,0,0x6E2E3861,0
1777390145.958714,206,11,1111001011110110011,0,0x7E5ECE61,0
1777390145.959714,206,11,1110000011101010111,0,0x7C1D5D61,0
1777390145.960714,206,11,1011101101101010001,0,0x776D4561,0
1777390145.961714,360,11,0010001111111000101,0,0x647F160F,0
1777390145.962714,206,11,1010000011010111100,1,0xF41AF361,0
1777390145.963714,203,11,0000011000011111110,0,0x60C3F9C1,0
1777390145.964714,203,11,0100111010111011101,1,0xE9D776C1,0
1777390145.965714,206,11,1001111011110001100,0,0x73DE3261,0
1777390145.966714,203,11,1000000110011101010,1,0xF033AAC1,0
1777390145.967714,203,11,0010000100001101110,0,0x6421BAC1,0
1777390145.968714,360,11,1010011001001001010,0,0x74C9290F,0
1777390145.969714,203,11,1100100101111010111,1,0xF92F5EC1,0
1777390145.970714,206,11,0100010001100111010,1,0xE88CE961,0
1777390145.971714,203,11,1100010101111101000,1,0xF8AFA1C1,0
1777390145.972714,203,11,1011111011100001101,1,0xF7DC35C1,0
1777390145.973714,206,11,0101100101000101011,0,0x6B28AE61,0
1777390145.974714,203,11,0111001100001101110,1,0xEE61B9C1,0
1777390145.975714,360,11,0111101011000110101,0,0x6F58D70F,0
1777390145.976714,206,11,1011111001000110011,0,0x77C8CE61,0
1777390145.977714,206,11,0010010011010000000,0,0x649A0261,0
1777390145.978714,360,11,0110011110110111100,1,0xECF6F00F,0
1777390145.979714,360,11,0100101110111011001,1,0xE977660F,0
1777390145.980714,206,11,1000010010000011011,1,0xF0906C61,0
1777390145.981714,360,11,0000110101010011001,0,0x61AA650F,0
1777390145.982714,360,11,1000001000010010101,1,0xF042570F,0
1777390145.983714,360,11,1111111111000001010,0,0x7FF82A0F,0
1777390145.984714,206,11,0011101110000111011,0,0x6770ED61,0
1777390145.985714,360,11,1000100010111110110,0,0x7117D90F,0
1777390145.986714,203,11,1101110001111000001,0,0x7B8F06C1,1
1777390145.987714,203,11,0110010110000011011,1,0xECB06CC1,0
1777390145.988714,203,11,0111101110110101010,1,0xEF76AAC1,0
1777390145.989714,360,11,0011100010100001110,0,0x6714390F,0
1777390145.990714,203,11,1001111101011010001,1,0xF3EB44C1,0
1777390145.991714,203,11,1110011111000000101,0,0x7CF817C1,0
1777390145.992714,203,11,1010001000111101100,1,0xF447B3C1,0
1777390145.993714,206,11,0111100111101101010,1,0xEF3DAA61,0
1777390145.994714,206,11,0111001111100100000,1,0xEE7C8061,0
1777390145.995714,206,11,1110100010001000101,1,0xFD111561,0
1777390145.996714,203,11,1111011100000000011,1,0xFEE00FC1,0
1777390145.997714,206,11,0101001011001001001,1,0xEA592661,0
1777390145.998714,203,11,0111101011111100100,0,0x6F5F90C1,0
1777390145.999714,206,11,0001100011101000100,0,0x631D1161,0
1777390146.000714,360,11,0101101000001001100,1,0xEB41320F,0
1777390146.001714,360,11,0010010010010101011,0,0x6492AD0F,0
1777390146.002714,206,11,0011101110010100010,1,0xE7728B61,0
1777390146.003714,206,11,1011110011110110000,1,0xF79EC061,0
1777390146.004714,203,11,0011111011101011111,0,0x67DD7FC1,0
1777390146.005714,206,11,1000110011110111100,0,0x719EF161,0
1777390146.006714,360,11,1110000100011100110,1,0xFC23990F,0
1777390146.007714,360,11,0001110010010011111,1,0xE3927C0F,0
1777390146.008714,360,11,1111000100111100011,1,0xFE278D0F,0
1777390146.009714,203,11,1110000001000101011,1,0xFC08ADC1,0
1777390146.010714,203,11,1011110101000000111,1,0xF7A81DC1,0
1777390146.011714,206,11,0011111001010100111,0,0x67CA9D61,0
1777390146.012714,360,11,0101000010111001101,1,0xEA17360F,0
1777390146.013714,206,11,1100101010111011111,1,0xF9577F61,0
1777390146.014714,206,11,1101110000110000011,1,0xFB860C61,0
1777390146.015714,360,11,0111000111111010101,1,0xEE3F540F,0
1777390146.016714,360,11,1000111111010101001,1,0xF1FAA60F,0
1777390146.017714,360,11,0111001011110000101,1,0xEE5E170F,0
1777390146.018714,360,11,0100011010110001000,0,0x68D6200F,0
1777390146.019714,203,11,0011101110110011010,1,0xE77668C1,0
1777390146.020714,206,11,0011100000110100101,1,0xE7069661,0
1777390146.021714,206,11,0100110011101011011,0,0x699D6D61,0
1777390146.022714,203,11,0110100010110010101,0,0x6D1656C1,0
1777390146.023714,206,11,1101110001100101000,0,0x7B8CA161,0
1777390146.024714,206,11,0011111110010011010,1,0xE7F26861,0
1777390146.025714,360,11,0010100110111011111,0,0x65377E0F,0
1777390146.026714,360,11,1110111010101010110,0,0x7DD55A0F,0
1777390146.027714,206,11,1000100111010000110,1,0xF13A1A61,0
1777390146.028714,203,11,1011010100100100100,0,0x76A493C1,0
1777390146.029714,360,11,1001100111000001011,0,0x73382F0F,0
1777390146.030714,360,11,0001100010111111111,0,0x6317FE0F,0
1777390146.031714,206,11,0100100010101001111,1,0xE9153F61,0
1777390146.032714,360,11,1111010100000101011,1,0xFEA0AC0F,0
1777390146.033714,206,11,1101110001101101110,1,0xFB8DB961,0
1777390146.034714,360,11,1101011010010011001,1,0xFAD2640F,0
1777390146.035714,360,11,1000100100110000111,0,0x71261E0F,0
1777390146.036714,203,11,0101010101001001001,1,0xEAA925C1,0
1777390146.037714,360,11,1110101010100111001,1,0xFD54E50F,0
1777390146.038714,206,11,0001101001101010111,0,0x634D5F61,0
1777390146.039714,206,11,1110110001011111000,1,0xFD8BE361,0
1777390146.040714,203,11,1000000000110111000,0,0x7006E3C1,0
1777390146.041714,203,11,1001010110100001001,0,0x72B427C1,0
1777390146.042714,360,11,0110110110011101110,0,0x6DB3BA0F,0
1777390146.043714,203,11,0011000111010000010,1,0xE63A08C1,0
1777390146.044714,360,11,1110000011010111101,1,0xFC1AF50F,0
1777390146.045714,203,11,1001111000001001101,1,0xF3C134C1,0
1777390146.046714,360,11,1011101001101000011,1,0xF74D0C0F,0
1777390146.047714,360,11,1110010100110011010,1,0xFCA66B0F,0
1777390146.048714,360,11,0101100011111111111,1,0xEB1FFC0F,0
1777390146.049714,360,11,0111001011001111001,0,0x6E59E70F,0
1777390146.050714,360,11,1001101011101001001,0,0x735D260F,0
1777390146.051714,206,11,0011110100010001001,1,0xE7A22661,0
1777390146.052714,203,11,0100010010000110000,0,0x6890C1C1,0
1777390146.053714,206,11,0101011100010001110,0,0x6AE23A61,0
1777390146.054714,203,11,1100010010010111001,0,0x7892E5C1,0
1777390146.055714,360,11,1000111001001001000,1,0xF1C9210F,0
1777390146.056714,203,11,0011011010110110111,1,0xE6D6DEC1,0
1777390146.057714,206,11,1111111011001100001,1,0xFFD98561,0
1777390146.058714,206,11,0110111100010011110,1,0xEDE27B61,0
1777390146.059714,203,11,0000111111101111100,0,0x61FDF0C1,0
1777390146.060714,360,11,1001101000100110110,1,0xF344DA0F,0
1777390146.061714,206,11,1101100011001011111,1,0xFB197E61,0
1777390146.062714,206,11,1101000110101011000,0,0x7A356261,0
1777390146.063714,360,11,1000010100110110000,1,0xF0A6C20F,0
1777390146.064714,360,11,1001101100110101010,0,0x7366AA0F,0
1777390146.065714,360,11,1100110110110110101,0,0x79B6D60F,0
1777390146.066714,203,11,0000011010110101010,1,0xE0D6AAC1,0
1777390146.067714,360,11,0100011111110011000,1,0xE8FE630F,0
1777390146.068714,360,11,0011011110011001000,1,0xE6F3210F,0
1777390146.069714,360,11,0001000101101000001,0,0x622D050F,0
1777390146.070714,206,11,0101000000111010111,0,0x6A075E61,0
1777390146.071714,360,11,0101101101101000010,1,0xEB6D090F,0
1777390146.072714,203,11,0000001111000101100,0,0x6078B2C1,0
1777390146.073714,203,11,0000100110101001101,1,0xE13535C1,0
1777390146.074714,360,11,1011110001111101100,0,0x778FB20F,0
1777390146.075714,206,11,0011110110010011100,1,0xE7B27261,0
1777390146.076714,206,11,1010001000110011011,1,0xF4466C61,0
1777390146.077714,203,11,0000110100111011011,1,0xE1A76DC1,0
1777390146.078714,206,11,1011111010110101011,1,0xF7D6AF61,0
1777390146.079714,360,11,1010110101010101001,0,0x75AAA50F,0
1777390146.080714,206,11,1110001000111000100,1,0xFC471161,0
1777390146.081714,206,11,0101101000001010100,0,0x6B415161,0
1777390146.082714,360,11,1110000011001100000,1,0xFC19820F,0
1777390146.083714,360,11,1110011101011010111,1,0xFCEB5D0F,0
1777390146.084714,203,11,1000111010101011100,1,0xF1D572C1,0
1777390146.085714,203,11,0010111100100111100,1,0xE5E4F1C1,0
1777390146.086714,360,11,0101100010110100010,0,0x6B168A0F,0
1777390146.087714,203,11,1111100011110101111,0,0x7F1EBCC1,0
1777390146.088714,203,11,0001011001101001101,0,0x62CD35C1,0
1777390146.089714,203,11,0101001000000101101,1,0xEA40B4C1,0
1777390146.090714,360,11,1000000010010110110,1,0xF012D90F,0
1777390146.091714,360,11,0001101010011010000,0,0x6353430F,0
1777390146.092714,206,11,0110011110110011110,0,0x6CF67861,0
1777390146.093714,203,11,0000000100000011100,1,0xE02071C1,0
1777390146.094714,203,11,0010000000000100100,0,0x640091C1,0
1777390146.095714,206,11,1111110111011110001,1,0xFFBBC661,0
1777390146.096714,360,11,1001101110000100111,0,0x73709D0F,0
1777390146.097714,206,11,0010001101111011001,0,0x646F6461,0
1777390146.098714,206,11,0001101010110111010,0,0x6356EB61,0
1777390146.099714,206,11,1110011101011111110,1,0xFCEBF961,0
1777390146.100714,206,11,1101010111000011100,0,0x7AB87361,0
1777390146.101714,206,11,0011000101101101110,1,0xE62DB961,0
1777390146.102714,360,11,0000000110001001010,1,0xE031290F,0
1777390146.103714,206,11,1101011111000001010,0,0x7AF82B61,0
1777390146.104714,360,11,1110010011101000010,0,0x7C9D0B0F,0
1777390146.105714,203,11,0001101110011111001,0,0x6373E6C1,0
1777390146.106714,360,11,1011001111110101110,1,0xF67EB90F,0
1777390146.107714,360,11,1001111000111010001,0,0x73C7460F,0
1777390146.108714,206,11,1101010010011010010,1,0xFA934861,0
1777390146.109714,203,11,0011001111101100111,0,0x667D9CC1,0
1777390146.110714,360,11,0100101100110001011,0,0x69662F0F,0
1777390146.111714,206,11,1011000100110100100,0,0x76269061,0
1777390146.112714,206,11,0010000011100011001,1,0xE41C6461,0
1777390146.113714,203,11,0000010010111011000,1,0xE09760C1,0
1777390146.114714,203,11,1010011001001011001,0,0x74C966C1,0
1777390146.115714,360,11,1101010110110010011,1,0xFAB64D0F,0
1777390146.116714,206,11,0001001011110100111,1,0xE25E9D61,0
1777390146.117714,203,11,1111001100011000011,1,0xFE630DC1,0
1777390146.118714,203,11,1000000011101111101,1,0xF01DF6C1,0
1777390146.119714,203,11,1111001110111111000,0,0x7E77E1C1,0
1777390146.120714,360,11,0111100111001100100,1,0xEF39930F,0
1777390146.121714,360,11,0011110111100101001,1,0xE7BCA50F,0
1777390146.122714,360,11,1011100010010011111,1,0xF7127E0F,0
1777390146.123714,206,11,1110000110000101100,0,0x7C30B061,0
1777390146.124714,206,11,1100101001100101011,1,0xF94CAE61,0
1777390146.125714,203,11,0111001100001110010,0,0x6E61CAC1,0
1777390146.126714,360,11,1011100010110101011,1,0xF716AE0F,0
1777390146.127714,206,11,1001011111110100101,1,0xF2FE9561,0
1777390146.128714,206,11,1100110001001111011,1,0xF989EC61,0
1777390146.129714,360,11,0000001011010010101,0,0x605A570F,0
1777390146.130714,360,11,0111011011000101011,1,0xEED8AE0F,0
1777390146.131714,206,11,1001110011000110100,1,0xF398D361,0
1777390146.132714,360,10,1010000101110010100,1,0xD42E500F,1
1777390146.133714,203,11,1110101101011110001,1,0xFD6BC5C1,0
1777390146.134714,360,11,1101100101110011111,0,0x7B2E7C0F,0
1777390146.135714,360,11,0011111101001010011,0,0x67E94F0F,0
1777390146.136714,360,11,1011001010100010110,1,0xF654590F,0
1777390146.137714,360,11,1010101101111010101,0,0x756F550F,0
1777390146.138714,206,11,0110000111101010100,0,0x6C3D5161,0
1777390146.139714,203,11,1000010110111001100,0,0x70B731C1,0
1777390146.140714,206,11,1111011111000100011,1,0xFEF88E61,0
1777390146.141714,360,11,1111111011100100111,0,0x7FDC9D0F,0
1777390146.142714,203,11,1111000010100001100,0,0x7E1430C1,0
1777390146.143714,203,11,1010001011101000000,0,0x745D01C1,0
1777390146.144714,206,11,1111101111110111100,1,0xFF7EF061,0
1777390146.145714,203,11,1000111101010100001,0,0x71EA86C1,0
1777390146.146714,206,11,0001111001001100100,0,0x63C99061,0
1777390146.147714,203,11,1010111011000000111,0,0x75D81FC1,0
1777390146.148714,203,11,0001011111110111011,0,0x62FEEEC1,0
1777390146.149714,203,11,1101001001001011011,1,0xFA496DC1,0
1777390146.150714,206,11,1000100000110000011,0,0x71060C61,0
1777390146.151714,360,11,1101001011110111110,1,0xFA5EFA0F,0
1777390146.152714,360,11,1011101100111111100,1,0xF767F20F,0
1777390146.153714,203,11,0101110110010101111,0,0x6BB2BFC1,0
1777390146.154714,360,11,0001111111000101010,1,0xE3F8A80F,0
1777390146.155714,203,11,1101011010101001100,0,0x7AD533C1,0
1777390146.156714,206,11,1010011100101110011,0,0x74E5CD61,0
1777390146.157714,203,11,0011101110111001111,1,0xE7773CC1,1
1777390146.158714,360,11,1010001001001101100,0,0x7449B20F,0
1777390146.159714,206,11,1011111011011100101,0,0x77DB9561,0
1777390146.160714,203,11,0100011001111000001,0,0x68CF07C1,0
1777390146.161714,206,11,1111011110011100100,0,0x7EF39361,0
1777390146.162714,203,11,1000101110110001101,0,0x717634C1,0
1777390146.163714,203,11,0001110111001001101,0,0x63B937C1,0
1777390146.164714,203,11,1011011010001100001,1,0xF6D187C1,0
1777390146.165714,203,11,1111001001101111111,1,0xFE4DFDC1,0
1777390146.166714,206,11,0001100100010001000,1,0xE3222361,0
1777390146.167714,206,11,0001001001110111110,0,0x624EFB61,0
1777390146.168714,206,11,0111100100001000100,1,0xEF211061,0
1777390146.169714,203,11,0111001100111010010,1,0xEE6749C1,0
1777390146.170714,360,11,1111011010111111111,0,0x7ED7FD0F,0
1777390146.171714,203,11,1011000110010011000,1,0xF63262C1,0
1777390146.172714,206,11,0001101001001111011,1,0xE349ED61,0
1777390146.173714,360,11,1111111101010100010,1,0xFFEA8B0F,0
1777390146.174714,206,11,0000110110100011101,0,0x61B47561,0
1777390146.175714,206,11,0111110111100111111,0,0x6FBCFD61,0
1777390146.176714,360,11,1100111001101110001,0,0x79CDC40F,0
1777390146.177714,203,11,1010011110111000111,0,0x74F71FC1,0
1777390146.178714,360,11,1001111101110100001,1,0xF3EE860F,0
1777390146.179714,360,11,1010111101100100100,1,0xF5EC930F,0
1777390146.180714,360,11,1011111011100000110,1,0xF7DC1A0F,0
1777390146.181714,360,11,0111101001111000011,0,0x6F4F0C0F,0
1777390146.182714,203,11,0101100110001111000,0,0x6B31E2C1,0
1777390146.183714,203,11,1000010101010100011,1,0xF0AA8DC1,0
1777390146.184714,360,11,1110010011011001000,1,0xFC9B220F,0
1777390146.185714,203,11,0100000001100000101,0,0x680C14C1,1
1777390146.186714,203,11,1000111011010111100,1,0xF1DAF3C1,0
1777390146.187714,206,11,1100100000100110011,0,0x7904CC61,0
1777390146.188714,360,11,0101001000111110001,0,0x6A47C40F,0
1777390146.189714,206,11,1010101000110001101,0,0x75463561,0
1777390146.190714,206,11,0000011001000111001,1,0xE0C8E461,0
1777390146.191714,360,11,0110101001110010100,1,0xED4E500F,1
1777390146.192714,206,11,0101011111101100111,1,0xEAFD9C61,0
1777390146.193714,203,11,1101001001110010000,1,0xFA4E41C1,0
1777390146.194714,206,11,1110010010100101011,1,0xFC94AE61,0
1777390146.195714,360,11,0101010111011100011,1,0xEABB8E0F,0
1777390146.196714,203,11,0110111110101110110,1,0xEDF5D8C1,0
1777390146.197714,206,11,0110110111011010100,1,0xEDBB5361,0
1777390146.198714,360,11,1011110100101100111,0,0x77A59E0F,0
1777390146.199714,360,11,1010110000000110111,1,0xF580DE0F,0
1777390146.200714,360,11,0000100110011001011,1,0xE1332C0F,0
1777390146.201714,206,11,1001111011101101011,0,0x73DDAE61,0
1777390146.202714,360,11,0010000111110011100,1,0xE43E710F,0
1777390146.203714,203,11,1001011000100111101,0,0x72C4F4C1,0
1777390146.204714,206,11,1111011100111111111,1,0xFEE7FD61,0
1777390146.205714,203,11,0111000110011110101,0,0x6E33D6C1,0
1777390146.206714,360,11,1111011011110111110,0,0x7EDEFB0F,0
1777390146.207714,360,11,0111000101101101100,0,0x6E2DB20F,0
1777390146.208714,203,11,0001100011100011001,0,0x631C67C1,0
1777390146.209714,206,11,0111000011110100001,0,0x6E1E8761,1
1777390146.210714,203,11,0101100100010011110,1,0xEB227BC1,0
1777390146.211714,203,11,1110100100011000011,1,0xFD230CC1,0
1777390146.212714,203,11,1001000111101111011,0,0x723DEFC1,0
1777390146.213714,203,11,1010001100111011000,0,0x746761C1,0
1777390146.214714,360,11,1111001100001011001,0,0x7E61650F,0
1777390146.215714,360,11,0000001110000010011,1,0xE0704C0F,0
1777390146.216714,203,11,1010100001001000111,0,0x75091FC1,0
1777390146.217714,360,10,1011111011110100100,0,0x57DE910F,1
1777390146.218714,203,11,1000111001001010010,1,0xF1C94AC1,0
1777390146.219714,206,11,0110100111001100100,1,0xED399061,0
1777390146.220714,360,11,1001011000010011010,0,0x72C26A0F,0
1777390146.221714,360,11,0110010010001001000,1,0xEC91200F,0
1777390146.222714,360,11,1000001001001100011,0,0x70498C0F,0
1777390146.223714,360,11,0110010010110000111,0,0x6C961F0F,0
1777390146.224714,206,11,0010000111010001101,1,0xE43A3561,0
1777390146.225714,203,11,1001111110100001110,1,0xF3F43BC1,0
1777390146.226714,206,11,1010000000010111001,1,0xF402E761,0
1777390146.227714,203,11,0100010101001011111,0,0x68A97CC1,0
1777390146.228714,206,11,0001000111100001001,0,0x623C2661,0
1777390146.229714,360,11,0100101110000101001,1,0xE970A40F,0
1777390146.230714,203,11,1110101010000001001,0,0x7D5024C1,0
1777390146.231714,360,11,0001110111000001111,1,0xE3B83C0F,0
1777390146.232714,360,11,1000110000011010101,1,0xF183570F,0
1777390146.233714,360,11,0011110101011101000,1,0xE7ABA30F,0
1777390146.234714,203,11,0010101111111100010,0,0x657F89C1,0
1777390146.235714,203,11,0001110101110010010,0,0x63AE49C1,0
1777390146.236714,360,11,1111011010100111100,0,0x7ED4F10F,0
1777390146.237714,360,11,0010111001011110001,1,0xE5CBC40F,0
1777390146.238714,360,11,1011101001101011010,0,0x774D6B0F,0
1777390146.239714,206,11,1000110000100011000,1,0xF1846261,0
1777390146.240714,360,11,1110100010011001110,1,0xFD13380F,0
